"","scientific_name","body_mass","beak_peak_length","wing_length","tail_length","tarsus_length","clutch_num","egg_volume","nest_shape","nest_site","flock_status","migration_status","body_length_log"
"468","Aquila fasciata",2.84104793246433,36.25,509.25,288.5,114.25,2,117646.29,"2","4","","RPV",6.56432556174643
"469","Accipiter trivirgatus",0.96183206099528,23,245.25,213.25,65.75,2.5,46294.74,"2","4","0","R",6.07917012760342
"470","Accipiter badius",0.833846153846154,19,190,144,48,3.5,21411.84,"2","4","0","RP",5.78382518232974
"471","Accipiter soloensis",0.389395194697597,12.5,194,128.75,42.5,3.5,17442,"2","4","1","RSWP",5.70959885997764
"472","Accipiter gularis",0.410652920962199,11.75,177.75,135,49.5,5.5,16298.58,"2","4","0","SWPV",5.67332326717149
"473","Accipiter virgatus",0.562692703038303,14,190.75,152.5,53.25,3.5,16600.05,"2","4","0","R",5.78177179341512
"474","Accipiter nisus",0.554545454545455,12.75,265,178.75,61.25,3.5,22644.41,"2","4","0","RSWP",5.87913536213406
"475","Accipiter gentilis",1.39780018331806,22.25,325.5,252.25,69.75,2,46604.13,"2","4","0","SWP",6.30170280527313
"476","Circus aeruginosus",1.18384401114206,22,385,223.5,81.25,4.5,39793.92,"2","4","0","SWP",6.28878749659644
"477","Circus spilonotus",1.15370539798719,23,408.75,247.75,87.75,4.5,37805.99,"2","4","0","SWP",6.30353430761659
"478","Circus cyaneus",0.918101199791341,16.875,340.5,243.5,71,4.5,34413.56,"2","4","","SWP",6.17222238192575
"479","Circus macrourus",0.852604166666667,27,346.75,242.5,70,4,27603.66,"2","1","","SWP",6.17378610390194
"480","Circus melanoleucos",0.712465373961219,17,355.25,224.5,82.5,4.5,25940.64,"2","3","0","SWP",6.11202150964709
"481","Circus pygargus",0.678820375335121,24,353.75,227,60,4.5,27801.38,"2","3","0","SW",6.14472197095803
"482","Milvus migrans",1.70707070707071,32.5,489.5,318.75,62.25,2.5,79902.72,"2","4","0","RSWP",6.4277013138829
"483","Haliastur indus",1.30258620689655,33,381,197.5,53,2.5,41616,"2","4","0","RSWPV",6.07534603108868
"484","Haliaeetus leucogaster",5.16129032258065,51.5,577.25,234,95.5,2,106579.07,"2","4","0","RV",6.65286302935335
"485","Haliaeetus leucoryphus",4.02381698527107,48,582.75,311.5,100.5,3,106823.07,"2","4","","SWP",6.68179526515835
"486","Haliaeetus albicilla",4.3150289017341,51.5,616,334,97.25,2,116822.15,"2","4","0","SWP",6.76272950693188
"487","Haliaeetus pelagicus",4.71560525036461,68.66666667,614.3333333,367.3333333,103.6666667,2,239508.75,"2","4","","WPV",6.93585670909301
"488","Ichthyophaga humilis",2.53846153846154,40.5,375.5,189.5,69.5,2.5,13310.51,"2","4","","W",6.47697236288968
"489","Butastur teesa",0.802469135802469,29.5,296,160,59.5,2.5,25491.82,"2","4","","R",6.00388706710654
"490","Butastur liventer",0.90132,29.5,270,142,64,2.5,21894,"2","4","0","S",5.92692602597041
"491","Butastur indicus",1.00926998841251,20,323.75,198.25,61.25,3.5,39984,"2","4","0","SWP",6.06726751052348
"492","Buteo lagopus",1.58314350797267,22.5,421,259,67,3.5,53146.27,"2","5","0","WPV",6.30764296438938
"493","Buteo japonicus",1.5703564727955,22.75,388.75,248.25,74.25,2.5,71677.44,"2","4","0","SWP",6.27852142416584
"494","Buteo rufinus",2.22608695652174,33,440,239,63,4,70502.4,"2","4","1","RWP",6.35437004079735
"495","Buteo hemilasius",2.92772560228665,28,478.25,270.25,85.5,3,96532.8,"2","4","1","RSWP",6.41714069583228
"496","Buteo buteo",1.5703564727955,22.75,388.75,248.25,74.25,2.5,71677.44,"2","4","","WP",6.27852142416584
"497","Buteo refectus",1.54918367346939,NA,346,173.3,64.9,NA,NA,"","","0","R",6.19440539110467
"498","Otus spilocephalus",0.328205128205128,18.66666667,148,81.66666667,28.5,3.5,12794.88,"1","4","0","RS",5.27299955856375
"499","Otus scops",0.399452804377565,17.25,145.5,64.25,25.75,4,31230.36,"1","4","","R",5.20811909862989
"500","Otus sunia",0.64,11.33333333,147,70.5,22.175,4,11525.49,"1","4","0","RSW",5.29831736654804
"501","Otus lettia",0.669447340980188,19.75,173.75,87.25,36.25,3.5,17643.96,"1","4","0","R",5.47959671376355
"502","Otus semitorques",0.670212765957447,NA,178.4,89.6,37.2,4,19845.12,"1","4","0","RS",5.45958551414416
"503","Otus brucei",0.525059665871122,17.5,159.5,80,34,5,13194.72,"1","0,4","0","R",5.34472373936219
"504","Otus elegans",0.64,15.925,168.25,84,30.775,2.5,29668.59,"1","4","0","R",5.29831736654804
"505","Bubo scandiacus",2.57872340425532,26.25,408.75,224.25,53.75,5.5,85715.7,"2","1","","W",6.37587624601831
"506","Bubo bubo",3.0399717014503,45.75,455,270,80.5,3,65899.51,"1","4","0","RW",6.5606769965737
"507","Bubo nipalensis",2.77777777777778,53,447.5,247.5,61,1,77718.19,"1","4","","R",6.44571981938558
"508","Bubo blakistoni",3.2336578581363,35.25,523.25,299.6666667,91.16666667,2,11016,"1","4","0","R",6.57786135772105
"509","Ketupa zeylonensis",2.45614035087719,51.5,391.25,198.75,72,2,66977.75,"1","4","0","R",6.26767481935888
"510","Ketupa flavipes",3.29346092503987,45.2,430,226,79.75,2,69327.36,"2","4","0","RS",6.44094654063292
"511","Strix leptogrammica",1.64475664826894,43.75,383.75,230.5,66.5,2,71021.58,"1","4","0","R",6.2111019590929
"512","Strix aluco",1.29841656516443,33,306.25,184,57.25,3,44082.36,"1","4","0","R",6.01737592889248
"513","Strix uralensis",1.16882470119522,43,329.5,256.5,60.5,4,37536,"1","4","0","R",6.21860011969173
"514","Strix davidi",1.23404255319149,35,348,235,54,3,29668.59,"1","4","","R",6.1527326947041
"515","Strix nebulosa",1.36947513819721,43.33333333,417.5,301.25,81.25,4,49836.24,"1","4","0","R",6.40246983553651
"516","Surnia ulula",0.803389830508475,20,234,190,25.66666667,8,25940.64,"1","4","","RW",5.91011890765403
"517","Glaucidium passerinum",0.343975903614458,13.5,102,61.25,18.75,5,9106.56,"1","4","","R",5.11198778835654
"518","Glaucidium brodiei",0.339285714285714,10.75,85.5,58.25,20,4,10040.63,"1","4","0","R",5.03695260241363
"519","Glaucidium cuculoides",0.764589515331355,16.25,162,96.75,29.75,4,17316.6,"1","4","0","R",5.53240085790058
"520","Athene noctua",0.62019758507135,18.5,158,85.5,28.25,4,17442,"1","5","","RV",5.42824853614007
"521","Athene brama",0.505,21,159,78,27.5,4,11897.28,"1","4","0","R",5.29831736654804
"522","Aegolius funereus",0.541666666666667,14.75,172.5,111.5,23,4.5,11552.11,"1","4","0","R",5.48063892334199
"523","Ninox scutulata",0.738015607692308,15.75,232.5,131.5,29.875,3,23346.58,"1","4","0","R",5.70044357339069
"524","Asio otus",0.731944444444444,25.5,292,152.25,40.5,5,23881.77,"2","4","0","RSW",5.88610403145016
"525","Asio flammeus",0.941216216216216,26.25,300.75,154.25,42.25,5,23326.38,"2","1","","SW",5.91350300563827
"526","Ninox japonica",0.749163879598662,15.75,232.5,131.5,29.875,3,25614.75,"1","0,4","0","SWR",5.70044357339069
"527","Tyto alba",2.77777777777778,31,298.5,124.5,71,5.5,23383.25,"1","4","0","RV",5.88610403145016
"528","Phodilus badius",1.1747126437931,32.5,219.3333333,94.5,48,4,16065,"1","4","0,1","R",5.66988092298052
"529","Tyto longimembris",1.0042372882207,31.5,313.75,125.5,79.75,3,24822.72,"2","1","0","SWR",5.97465742870685
"530","Harpactes oreskios",0.178160919551724,14.5,126,174.5,14,2.5,6664.68,"1","4","","R",5.66988092298052
"531","Harpactes erythrocephalus",0.324210526315789,17.5,159.75,219.25,16,3.5,8519.04,"1","4","0","R",5.87563273158286
"532","Harpactes wardi",0.303842716621984,19,161,224,17,3,7554.12,"1","4","0","R",5.92157841964382
"533","Anorrhinus austeni",1.06184165817193,119.5,307,292,48.5,3.5,35610.75,"1","4","1","R",6.60089038711358
"534","Aceros nipalensis",1.68803418803419,227.5,457.5,426.5,74,1.5,76608.12,"1","4","0","R",7.0647590277918
"535","Rhyticeros undulatus",1.7156862745098,199.25,481.5,315,65,2.5,59010.51,"1","4","1","R",6.92755790627832
"536","Anthracoceros albirostris",0.977464788732394,142.75,292,288.25,57.25,2.5,39767.76,"1","4","1","R",6.68304800569174
"537","Buceros bicornis",1.83350050150451,323.5,503.25,427,73.25,2,91800,"1","4","1","R",7.12789432127605
"538","Upupa epops",0.248441674087266,51.25,147.75,104.75,22.5,7,5155.08,"1","4","0","RSWP",5.63746459361855
"539","Merops ornatus",1.35897435897436,NA,108.2,106.7,10.7,4.5,NA,"1","1","2","V",2.9704144655697
"540","Nyctyornis amictus",0.218796992481203,NA,119.1,120,12.3,NA,NA,"","","","R",5.80663986009591
"541","Nyctyornis athertoni",0.366229760986893,44.75,131,132.5,21.25,5,14154.03,"1","1","0","R",5.78151482319655
"542","Merops orientalis",0.0837053571428571,25.66666667,95.5,122.75,9.5,5.5,3470.04,"1","1","1","S",5.41164605185504
"543","Merops viridis",0.124074074074074,36.75,111,126.5,11.75,4,5272.46,"1","1","1","RS",5.59842195899838
"544","Merops philippinus",0.132798573975045,39.5,128.25,134.5,11.75,5.5,7284.33,"1","1","1","S",5.63657372496275
"545","Merops persicus",0.146666666666667,NA,153.8,88.8,13.5,5.5,3470.04,"1","1","1","V",5.7037824746562
"546","Merops leschenaultia",0.121405750763354,27,106.6666667,85.5,10.66666667,5.5,4692,"1","1","1","S",5.34073808259173
"547","Merops apiaster",0.193427230046948,36,146.25,107.5,12.5,5.5,7823.91,"1","1","1","S",5.58443571702364
"548","Coracias garrulus",0.557077625570776,32.5,194,128.5,32.5,5,14354.26,"1","4","1","S",5.79453683792467
"549","Coracias benghalensis",0.499627143922446,40,196.25,135.3333333,26.33333333,4,16983,"1","4","0","R",5.81487652216179
"550","Eurystomus orientalis",0.555762081784387,26,186.5,101,19,3.5,13854.92,"1","4","0","SWP",5.59471137960184
"551","Ceyx erithaca",0.112994350282486,32.75,55,25.25,9,5.5,2611.2,"1","1","0","RV",4.88846766012205
"552","Pelargopsis capensis",0.472222222222222,78,155.5,96,15,4.5,19845.12,"1","1","0","R",5.88610403145016
"553","Halcyon coromanda",0.378676470588235,58,123.5,79,21.33333333,5,8519.04,"1","1","0","RSWP",5.605802066296
"554","Halcyon pileata",0.307491289198606,61.25,129,83.5,16.5,5,14706.17,"1","5","0","RS",5.65948221575962
"555","Halcyon smyrnensis",0.299107142857143,59.5,123.25,86.25,16.5,6,8387.89,"1","5","0","RV",5.63478960316925
"556","Todiramphus chloris",0.29375,46,105,66,16,4,11032.32,"1","5","0","V",5.48063892334199
"557","Alcedo atthis",0.173716012084592,37,70.75,33.5,9.75,6,3866.31,"1","5","0","RS",5.10897119481712
"558","Alcedo meninting",0.186666666666667,36,65.5,26,8,6.5,3635.28,"1","5","0","R",5.01063529409626
"559","Alcedo hercules",0.260740740755556,45.5,100.3333333,45.66666667,11.5,5,6268.02,"1","5","0","R",5.41610040220442
"560","Megaceryle lugubris",0.844774273345702,70.5,190,122,14.25,5,20739.47,"1","5","0","R",6.00203349845722
"561","Ceryle rudis",0.395709177664397,47.33333333,138.3333333,74.33333333,10.33333333,4.5,8812.8,"1","5","0","RS",5.63359841791829
"562","Psilopogon virens",0.593824228028504,40.5,143,112.25,32.75,3.5,16727.49,"1","4","0","R",5.7549507612306
"563","Psilopogon lineatus",0.532,31.5,130,84,29.5,3,10200,"1","4","0","R",5.63478960316925
"564","Psilopogon franklinii",0.425115207373272,24.25,101.5,72.5,26,3.5,7158.36,"1","4","0","R",5.37989735354046
"565","Psilopogon faiostrictus",0.468904244817374,29.5,113.75,77.5,28.875,2,10004.73,"1","4","0","R",5.53437714312879
"566","Psilopogon faber",0.434782608695652,26.25,102,66.25,27,3,10004.73,"1","4","1","R",5.41276150093891
"567","Psilopogon nuchalis",0.34,24.25,97.75,66,27,4,5378.4,"1","4","","R",5.16478597392351
"568","Psilopogon asiaticus",0.367749419953596,24,102.25,70.25,25.25,3.5,7405.2,"1","4","1","R",5.3729609095438
"569","Psilopogon australis",0.195882352941176,19.5,81,47.5,21,3,3468,"1","4","0","R",5.13579843705026
"570","Psilopogon haemacephalus",0.274725274725275,18.5,85,38.75,20,3,5339.19,"1","4","0","R",5.07047529445227
"571","Indicator xanthonotus",0.203,10,88.25,60.33333333,13.33333333,1,3587.59,"3","0","","R",5.01063529409626
"572","Jynx torquilla",0.197513812154696,13.5,81.25,72.25,21.25,9.5,3537.36,"1","4","","SWP",5.19849703126583
"573","Picumnus innominatus",0.131707317073171,11,57.5,32.5,13,3.5,1101.6,"1","4","0","R",4.62986279857846
"574","Sasia ochracea",0.134897360703812,12.5,53,21,12,3.5,1465.23,"1","4","0","R",4.44558811616363
"575","Dendrocopos canicapillus",0.172302737520129,18,104.75,64.25,16.25,4.5,2409.75,"1","4","0","R",5.04503672081359
"576","Dendrocopos kizuki",0.145833333333333,15.75,89.75,61,15.25,5,2180.25,"1","4","0","R",4.969813299576
"577","Dendrocopos minor",0.157723577235772,15.75,85.25,68.25,16.25,5.5,2872.32,"1","4","0","R",5.03532790668663
"578","Dendrocopos hyperythrus",0.257344300822562,26,124.75,86.25,21.25,3.5,5100,"1","4","0","RSWP",5.36011776745348
"579","Dendrocopos macei",0.238157894736842,NA,104.9,65.5,18.7,3.1,NA,"1","4","","R",5.24702407216049
"580","Dendrocopos atratus",0.236477987421384,26.5,118.25,78.75,20.75,4.5,3878.12,"1","4","0","R",5.29204775353444
"581","Dendrocopos auriceps",NA,NA,NA,NA,NA,NA,NA,"","","0","R",5.27299955856375
"582","Dendrocopos cathpharius",0.207692307732249,19.66666667,98,74,16,3,4131,"1","4","0","R",5.15521652271506
"583","Dendrocopos darjellensis",0.288604898828541,32.5,125,91,21.875,3,5446.62,"1","4","0","R",5.45852111808837
"584","Dendrocopos leucotos",0.397819623389495,33.5,142,101.75,26.25,4.5,6001.17,"1","4","0","R",5.53042065923372
"585","Dendrocopos leucopterus",0.304444444444444,31.25,127.75,88.75,21.75,5.5,5061.47,"1","4","0","R",5.41610040220442
"586","Dendrocopos major",0.30119825708061,25.75,127.25,91.25,23.75,5,6072.57,"1","4","0","R",5.4359030295006
"587","Picus chlorolophus",0.282388663967611,23.5,127,98,21.5,3,4970.97,"1","4","1","R",5.50938833662798
"588","Picoides tridactylus",0.314580941446613,28,121.5,88,24,4.5,5155.08,"1","4","1","RW",5.38334761573261
"589","Dryocopus javensis",0.653260869565217,51.5,214,144,32.5,3,15869.67,"1","4","0","R",6.13122648948314
"590","Dryocopus martius",0.769447576099211,57.75,243.5,194.75,44.5,4.5,11339.6,"1","4","0","R",6.09469780174963
"591","Chrysophlegma flavinucha",0.457340507302075,33.25,158.75,122.75,27.75,3.5,9400.32,"1","4","0","R",5.78459411739261
"592","Picus xanthopygaeus",NA,NA,NA,NA,NA,NA,NA,"1","4","0","R",NA
"593","Picus vittatus",0.346190476190476,31.5,134,106.5,26.5,3,6522.39,"1","4","0","R",5.75257263882563
"594","Picus squamatus",0.490909090909091,30,163.5,136.5,27,4.5,9694.08,"2","4","0","R",5.79909265446053
"595","Picus rabieri",0.426821428571429,NA,135.2,97,28.9,NA,NA,"","","0","R",5.63478960316925
"596","Picus canus",0.456410256410256,35,143.5,106.25,27.75,9.5,7019.4,"1","4","0","R",5.67846466667191
"597","Gecinulus grantia",0.316008316008316,21.5,134.5,97.75,21,3,4602.75,"1","4","0","R",5.48272008954582
"598","Blythipicus pyrrhotis",0.46191051977486,40.5,145.5,95.25,25.66666667,3,8903.07,"1","4","0","R",5.6191924064765
"599","Dinopium shorii",0.325806451612903,NA,150.2,97.6,25.8,2.45,NA,"","","1","R",5.73657229747919
"600","Dinopium javanense",0.266101694915254,28.5,146,93,22,2.5,8363.49,"1","4","0","R",5.68697535633982
"601","Dinopium benghalense",0.377586206896552,NA,140.9,94.7,25.2,2.5,NA,"1","4","1","R",5.66988092298052
"602","Chrysocolaptes lucidus",0.710843373493976,53,179,107,32,4.5,9694.08,"1","4","0","R",5.80513496891649
"603","Micropternus brachyurus",0.342633928571429,21.5,115.75,70.75,21,5,6747.3,"1","4","0","R",5.41164605185504
"604","Mulleripicus pulverulentus",0.913861386138614,64.5,233,148,40,3.5,26864.25,"1","4","1","R",6.22455842927536
"605","Microhierax caerulescens",0.256410256410256,12,102.25,63.25,21,4.5,8496.2,"1","4","0","R",5.27299955856375
"606","Microhierax melanoleucus",0.278551532033426,12.5,114.75,72.25,24.75,3.5,8449.43,"2","4","1","R",5.19017520792833
"607","Falco naumanni",0.504769475357711,14,244.25,149.5,31.25,4.5,14720.9,"2","5","1","SWP",5.7509840761405
"608","Falco tinnunculus",0.702498107494323,14.5,248.25,170,38.75,4.5,18796.39,"2","4","0","RWP",5.79984994340243
"609","Falco vespertinus",0.546655518394649,14.5,241,127.5,26,3.5,20584.62,"2","4","1","R",5.70044357339069
"610","Falco amurensis",0.542342342342342,14.5,231.25,127.5,26,4,21558.43,"2","4","0","RSWP",5.62582093318649
"611","Falco columbarius",0.571550985432734,13.25,207.5,143.75,36,3.5,24761.52,"2","4","","SWP",5.67589727116667
"612","Falco subbuteo",0.628458498023715,13.25,260.75,141,33.25,3,22456.32,"2","4","0","SWP",5.75653304004173
"613","Falco severus",0.697674418604651,18.5,229.5,102.5,31.5,3.5,24407.78,"2","5","0","P",5.55295958492162
"614","Falco cherrug",1.76748582230624,23.175,379.5,243.75,57.625,4,57266.88,"2","4","","RSWP",6.2709884318583
"615","Falco rusticolus",2.97657326596233,23,388,240,60,3.5,77144.13,"2","5","","S",6.29940870011466
"616","Falco peregrinus",1.58081640131796,21.525,342.75,178,54.25,3,54693.42,"2","5","0","RWPV",6.12084671860772
"617","Loriculus vernalis",0.274615384615385,11.5,89.75,35.75,11.75,3,3095.19,"1","4","2","R",4.86753445045558
"618","Psittinus cyanurus",0.447368421052632,NA,121.2,50,13.5,4,12534.84,"1","4","","R",5.24702407216049
"619","Psittacula derbiana",0.566381766381766,33,208.5,230.25,20.75,4.5,11032.32,"1","4","1","R",6.08392977478008
"620","Psittacula eupatria",4.29752066115702,NA,NA,NA,NA,3.5,NA,"","","1","R",4.1026433650368
"621","Psittacula krameri",0.27,25,169.75,238,16.5,5,11721.84,"1","4","2","R",5.99146454710798
"622","Psittacula himalayana",0.40165,NA,NA,NA,NA,3.95,NA,"","4","2","R",5.99146454710798
"623","Psittacula finschii",0.281710914454277,23.5,149,242.5,17.75,4.5,8812.8,"1","4","2","R",5.82600010738045
"624","Psittacula roseata",0.263157894736842,17.5,136,186.25,14.25,5,NA,"","","1","R",5.80663986009591
"625","Psittacula alexandri",0.442096365173288,24.25,153.25,150.5,17,3.5,14154.03,"1","4","1","R",5.6895145028585
"626","Pitta phayrei",0.414244186106722,28.66666667,100,53.66666667,31.5,4,7724.78,"2","1","1","R",5.43517654911988
"627","Pitta nipalensis",0.534216335540839,24.5,108.5,57.5,50.25,4.5,8098.41,"2","1","0","R",5.42274494492309
"628","Pitta soror",0.50391061452514,26.5,110,60.75,49,2.5,6974.49,"2","1","","R",5.41052935715496
"629","Pitta oatesi",0.459677419354839,27.33333333,118.6666667,68,55.33333333,4.5,6974.49,"2","1","0","R",5.51342874616498
"630","Pitta cyanea",0.494117647058824,25,115,67,47,5,6148.54,"2","1","0","R",5.39816270151775
"631","Pitta sordida",0.378531073446328,22.5,109.5,38,36,4.5,6095.06,"2","1","1","RS",5.17614973257383
"632","Pitta nympha",0.283660130718954,23,117.25,42.25,39,5,6129.44,"2","1","0","SP",5.25358147270664
"633","Pitta moluccensis",0.413098236775819,25,119,44,40.5,4.5,4896,"2","1","1","V",5.29078910012725
"634","Serilophus lunatus",0.17027417027417,14.75,84.5,68.25,18.5,4.5,242.81,"2","3","1","R",5.15473563807001
"635","Psarisomus dalhousiae",0.25427135678392,18.25,100,123.25,26,5.5,5259.25,"2","3","1","R",5.5164483760387
"636","Oriolus oriolus",0.282208588957055,25,146.75,89,23.5,4,8903.07,"2","4","1","S",5.49921530891493
"637","Oriolus chinensis",0.33641975308642,29.75,151.75,101.5,26.25,4,11504.18,"2","4","1","RSP",5.49306144334055
"638","Oriolus kundoo",0.316326530612245,NA,140,84.6,23.6,4.5,NA,"2","5","0","S",5.50125821054473
"639","Oriolus xanthornus",0.229795918367347,29,132,87.5,38.5,3,7898.88,"2","4","1","RS",5.50125821054473
"640","Oriolus tenuirostris",0.328,NA,146.1,85.5,24.9,2.8,NA,"","","","R",5.52146091786225
"641","Oriolus traillii",0.322167487684729,26.75,141,108.75,25.5,2.5,7652.04,"2","4","0","RS",5.536349530356
"642","Oriolus mellianus",0.319796954314721,26.75,147.25,102,23,3.5,9789.08,"2","4","","S",5.5063472800522
"643","Erpornis zantholeuca",0.102620087336245,12.25,66.25,52.5,18,2.5,1899.24,"2","3","1","R",4.74057482299429
"644","Pteruthius rufiventer",0.203679369250986,16.625,84,85.75,30.25,NA,NA,"","","1","R",5.2483389967418
"645","Pteruthius aeralatus",0.229709035222052,15,83,61,25.25,2.5,2872.32,"2","4","1","R",5.09528276815654
"646","Pteruthius xanthochlorus",0.121794871794872,9.75,59.875,49,21.625,3.5,2137.99,"2","4","0","R",4.76217393479776
"647","Pteruthius melanotis",0.106707317136191,9.666666667,56,41,18.33333333,4,2019.89,"2","3","0","R",4.69440131941116
"648","Pteruthius intermedius",0.101809954751131,9.625,58.75,42.25,19.25,NA,NA,"","","1","R",4.70501552095781
"649","Coracina macei",0.342419080068143,25,172.5,137,26,2,8262,"2","4","1","R",5.68187763926815
"650","Lalage melaschistos",0.180309734513274,18,118.5,110.25,21,3,4776.74,"2","4","1","RSWPV",5.42053499927229
"651","Lalage nigra",0.16463768115942,NA,88.5,64.1,20.3,2.7,NA,"","","0","V",5.15039723647141
"652","Pericrocotus roseus",0.103355704697987,12,88,93.5,14.75,3.5,2474.44,"2","4","2","S",5.22708985725967
"653","Pericrocotus cantonensis",0.115702479338843,12,88.5,94.25,14.75,4,2676.48,"2","4","1","SP",5.20125565370491
"654","Pericrocotus divaricatus",0.122897800776197,12,93.75,95.5,15,4.5,3598.56,"2","4","1","SP",5.26398468746753
"655","Pericrocotus tegimae",0.103230769230769,NA,86,95.6,16.5,4.5,NA,"","","2","V",5.27299955856375
"656","Pericrocotus solaris",0.0928270042194093,11.125,80.25,97.5,14.875,3.5,4080,"2","4","1","RP",5.18037806868335
"657","Pericrocotus ethologus",0.0987983978638184,10.25,90.75,105.75,14.75,3,2409.75,"2","4","1","SWV",5.23244462239733
"658","Pericrocotus brevirostris",0.104456824512535,11,85.625,98,14.375,3,2707.6,"2","4","1","S",5.19017520792833
"659","Pericrocotus flammeus",0.143564356435644,14.625,98.75,100.5,17.25,3,3389.97,"2","4","1","R",5.30826769740121
"660","Artamus fuscus",0.246753246753247,17,124.75,59.25,17.25,2,2108.5,"1","3","2","R",5.15473563807001
"661","Hemipus picatus",0.0721830985915493,12,63.25,64.25,13.75,2.5,1627.27,"2","4","0","R",4.95582705760126
"662","Tephrodornis virgatus",0.193045563549161,15,117.5,85.75,20.25,3,4776.74,"2","3","0,1","R",5.33993904123886
"663","Aegithina tiphia",0.118279569892473,16.25,66.625,58.75,19.5,3,2180.25,"2","3","1","R",4.93806460126142
"664","Aegithina lafresnayei",0.134493670886076,21.875,71.25,60,21,2,2411.6,"2","3","1","R",5.06259503302697
"665","Rhipidura albicollis",0.0645161290322581,11.25,77.5,98.75,19.5,3,1675.83,"2","3","1","R",5.18318705929441
"666","Rhipidura aureola",0.0558823529411765,10,84.5,95,16.5,3,1675.83,"2","3","0","R",5.13579843705026
"667","Dicrurus macrocercus",0.191909689557855,24.75,141,151,20.25,3.5,5304,"2","4","1","RS",5.58255601722206
"668","Dicrurus leucophaeus",0.182561307901907,22.75,140.25,146.25,19,3.5,6895.2,"2","4","1","RSWP",5.61767977560279
"669","Dicrurus annectans",0.209028459273798,29.125,142.25,130.25,20.25,3.5,6018,"2","4","1","SPV",5.54028267210283
"670","Dicrurus aeneus",0.115860517435321,18,120,116.5,16.75,3.5,3537.36,"2","4","1","R",5.40380287439401
"671","Dicrurus remifer",0.0958829902491874,22.75,134.5,381.75,20.25,3.5,6487.48,"2","4","0","SP",6.13448205394291
"672","Dicrurus hottentottus",0.285248573757131,33.5,169.25,147.5,25.25,3.5,9307.76,"2","4","0","RSP",5.72603308359102
"673","Dicrurus paradiseus",0.169007263922518,35.25,161.75,359,28.5,3.5,8365.28,"2","4","1","R",6.24659114427524
"674","Hypothymis azurea",0.0733333333333333,12,70.75,72,16,4,1926.47,"2","3","0","RWV",5.01063529409626
"675","Terpsiphone affinis",0.09,NA,91.3,110.2,16.9,3,4602.75,"2","4","0","S",5.34710753071747
"676","Terpsiphone paradisi",0.081573896353167,16.5,88.5,165.75,15.25,3,4602.75,"2","4","1","S",5.56260286119342
"677","Terpsiphone incei",0.081573896353167,16.5,88.5,165.75,15.25,3,4602.75,"2","4","","RSP",5.56260286119342
"678","Terpsiphone atrocaudata",0.0646687697160883,15.875,88.75,151.125,14.25,3.5,2409.75,"2","4","0","SP",5.75890177387728
"679","Lanius tigrinus",0.175695461200586,15,92.5,78.75,23.75,5.5,4363.69,"2","4","0","SWP",5.1402004984509
"680","Lanius bucephalus",0.177045177045177,14.25,84.25,91,26.75,5,4372.25,"2","4","0","RSWP",5.32178972273318
"681","Lanius collurio",0.156657963446475,12.25,90,81.5,23,5.5,3224.31,"2","4","1","PV",5.2548878086207
"682","Lanius isabellinus",0.184659090909091,13,91.375,79.45,24.75,5.5,3054.65,"2","4","0","SP",5.17048399503815
"683","Lanius cristatus",0.174372523117569,14.75,87.5,91.75,25.5,6,4220.96,"2","4","0","SWP",5.24306889231756
"684","Lanius collurioides",0.149606299212598,13.5,85.75,95,24.25,4.5,4131,"2","4","0","R",5.24965219456676
"685","Lanius schach",0.272635814889336,18.25,100.25,131,30.75,4.5,10070.09,"2","4","0","RS",5.51544284553668
"686","Lanius tephronotus",0.208286674132139,16.75,96.25,115.75,27.25,5,5129.19,"2","4","0","RSP",5.40829221975661
"687","Lanius minor",0.223728813559322,14.5,118.45,93.25,25.25,5.5,5712,"2","4","0","S",5.39929328388804
"688","Lanius excubitor",0.258726899383984,17.5,113.5,112.75,26.25,5.5,4296.24,"2","4","0","SWP",5.49511694252264
"689","Lanius sphenocercus",0.318544809228039,17.25,126.25,148.75,29.5,6,7944.05,"2","4","1","RSWP",5.64102015291989
"690","Lanius phoenicuroides",0.162857142857143,NA,90.8,77.2,24.4,5.25,NA,"","","0","S",5.16478597392351
"691","Garrulus glandarius",0.473282442748092,28.5,181.75,164.75,40,6.5,10102.21,"2","4","1","R",5.79148805507531
"692","Perisoreus infaustus",0.283854166666667,23,144.5,140.6666667,40,3.5,6205.17,"2","4","0,1","R",5.66296048013595
"693","Perisoreus internigrans",0.326377295492487,23.375,164.75,158.25,41.25,3,8054.81,"2","4","1","R",5.7021144175555
"694","Cyanopica cyanus",0.261137765592872,26,161,219.5,37.5,6.5,8396.64,"2","4","1","RW",5.8992121874029
"695","Urocissa caerulea",0.420769230769231,39.5,195,406.5,53.5,5.5,10837.5,"2","4","1","R",6.37161184723186
"696","Urocissa flavirostris",0.260434782608696,35.75,183,400.75,47,5.5,10837.5,"2","4","1","R",6.35437004079735
"697","Urocissa erythroryncha",0.304347826086957,34.5,191.75,412,44,4.5,9209.87,"2","4","1","R",6.36432037165052
"698","Urocissa whiteheadi",0.531400966183575,40.5,209.25,231.25,48,5.3,8961.41,"2","4","1","R",6.1436490094817
"699","Cissa chinensis",0.391483516483516,33.5,153,190,43.75,4.5,8076.96,"2","4","1","R",5.89715386763674
"700","Cissa hypoleuca",0.419656786271451,31.25,140,150.5,47,5.3,9502.87,"2","4","1","R",5.76988227636072
